time,eta_linear,eta_superharmonic,eta_subharmonic,eta_nonlinear,phi_linear,phi_superharmonic,phi_subharmonic,phi_nonlinear,u_linear,u_superharmonic,u_subharmonic,u_nonlinear,w_linear,w_superharmonic,w_subharmonic,w_nonlinear
460.8,4.08629431695393e-06,-8.17526856823912e-13,0.00177187173476855,0.00177595802826797,-0.000275501546327275,-3.11685733524061e-11,0.753511636423446,0.75323613484595,2.03196345803545e-06,-1.06342146218561e-12,0.00117189604886242,0.00117392801125703,-1.32925112930359e-06,1.63723474539582e-12,6.92992548508755e-08,-1.25995023721797e-06
461.4,3.1671401571721e-06,-2.21775691075857e-12,0.00177197368825181,0.00177514082619122,-0.00029290983795143,-1.43203819099116e-11,0.744529038504515,0.744236128652243,1.68499406897274e-06,-4.78439845641306e-12,0.0011719735331918,0.00117365852247638,-2.6944642551156e-06,-3.90656821398394e-12,4.68774558982085e-07,-2.22569360270173e-06
462,1.80382111061476e-06,-1.89477445940805e-12,0.00177221129334849,0.00177401511256433,-0.000301672404645644,1.30928079284296e-11,0.735545556205606,0.735243883814053,4.52697171741143e-07,-8.22972997341485e-13,0.00117214739434749,0.00117260009069626,-2.34958313032983e-06,1.88194809508312e-12,8.49196862564979e-07,-1.50038438581676e-06
462.6,3.52467305683284e-07,-3.14337632783055e-12,0.00177257627276483,0.00177292873692714,-0.000301374577537263,4.01689085494011e-11,0.726560522384311,0.726259147846943,-2.56052355334063e-07,-6.54094129202558e-12,0.00117241142651603,0.00117215536761975,-3.36835026867828e-06,-9.22161459727912e-13,1.20185287509867e-06,-2.16649831574107e-06
463.2,-1.31458410148336e-06,-1.34528034755763e-12,0.00177305749192982,0.00177174290648306,-0.000290058593208577,6.53506667042076e-11,0.717573319217078,0.71728326068922,-1.66581988416149e-06,7.84411335137809e-13,0.00117275744704961,0.00117109162794986,-2.62202861550003e-06,2.15039222017647e-12,1.51899298280059e-06,-1.10303348230722e-06
463.8,-2.81506846777803e-06,-1.77370993513451e-12,0.00177364131570244,0.00177082624546095,-0.000268743668355006,8.25138353776099e-11,0.708583391815536,0.708314648229695,-2.37899815730704e-06,-5.11125037204645e-12,0.00117317555257884,0.00117079654931028,-3.18848368630303e-06,2.50016975844095e-12,1.79396296104806e-06,-1.39451822508521e-06
464.4,-4.28362382818312e-06,8.87225430357782e-13,0.00177431200701198,0.00177002838407102,-0.000237010659948237,8.51284765639244e-11,0.699590259923244,0.699353249348424,-3.62509207365131e-06,3.32736595668884e-12,0.00117365440321616,0.00117002931446988,-2.07656561197683e-06,1.30540216521902e-12,2.02130830572966e-06,-5.52560008450058e-08
465,-5.37886349185839e-06,9.4287220310743e-13,0.00177505215755345,0.00176967329500447,-0.000197206449967809,7.79792114571335e-11,0.690593527504581,0.690396321132593,-4.08959290053858e-06,-1.55334906414506e-12,0.00117418152794513,0.00117009193349124,-2.29982077334055e-06,4.44376522906687e-12,2.19685000008797e-06,-1.02966329487348e-07
465.6,-6.25851016426606e-06,3.13713884665377e-12,0.00177584314035674,0.00176958463332962,-0.000150093287813146,5.19937918867204e-11,0.681592890088527,0.681442796852707,-4.99189722839595e-06,5.22595077856408e-12,0.00117474364410148,0.00116975175209904,-9.17200645975979e-07,-9.0386803053441e-13,2.31773113925352e-06,1.40052958940951e-06
466.2,-6.60594593107804e-06,2.98586341045109e-12,0.00177666557395547,0.00177005963101025,-9.90123644093349e-05,2.30785101164655e-11,0.672588139782088,0.672489127440757,-5.03055446388012e-06,2.20417265351193e-12,0.00117532698380782,0.00117029643154811,-8.68892350934849e-07,4.20082964265901e-12,2.38243442971681e-06,1.5135462796116e-06
